log_level,message,Drain_cluster_id,KMeans_cluster_id,template
INFO,received connection request /10.10.34.12:56154,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:56173,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:59657,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:59688,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:59703,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:56270,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:56322,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:59783,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:56339,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:59852,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:59897,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:56426,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:56483,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:59968,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:44387,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:60068,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.12:56644,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:60213,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:44558,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:56786,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:56830,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.12:56834,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:56935,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:56959,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:44795,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:44842,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:44866,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:44879,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:60575,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:44989,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:57197,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.12:57309,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:60936,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.12:57449,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:45275,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:45295,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:57495,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:45334,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.12:57523,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:32868,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45406,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:32964,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:45509,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:33138,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45651,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:33186,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.12:57889,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:33246,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:57904,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:45738,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:33257,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45770,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:33305,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:57965,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:57977,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:45923,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 2, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,got user-level keeperexception when processing sessionid:0x34ed93485090001 type:create cxid:0x55b8bb0f zxid:0x100000010 txntype:-1 reqpath:n/a error path:/home/curi/.zookeeper error:keepererrorcode = nodeexists for /home/curi/.zookeeper,34,35,got user-level keeperexception when processing sessionid:<PORT>x34ed93485090001 type:create cxid:<PORT>x55b8bb0f zxid:<PORT>x100000010 txntype:-<NUM> reqpath:n/a error path:/home/curi/.zookeeper error:keepererrorcode = nodeexists for /home/curi/.zookeeper
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,accepted socket connection from /10.10.34.16:56610,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,processed session termination for sessionid: 0x14ed93111f20005,16,24,processed session termination for sessionid: <*>
INFO,processed session termination for sessionid: 0x24ed93119420008,16,24,processed session termination for sessionid: <*>
INFO,processed session termination for sessionid: 0x14ed93111f20000,16,6,processed session termination for sessionid: <*>
INFO,accepted socket connection from /10.10.34.11:50822,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,connection request from old client /10.10.34.13:37229; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,client attempting to establish new session at /10.10.34.13:37229,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
,"2015-07-29 19:56:54,754 - info  [workerreceiver[myid=2]:fastleaderelection@542] - notification: 3 (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), looking (n.state), 3 (n.sid), 0x1 (n.peerepoch), leading (my state)",24,15,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [workerreceiver[myid=<NUM>]:fastleaderelection@<NUM>] - notification: <NUM> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <NUM> (n.sid), <*> (n.peerepoch), <*> (my state)"
INFO,accepted socket connection from /10.10.34.11:50926,11,27,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.11:51168,11,27,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,processed session termination for sessionid: 0x24ed9311942000c,16,24,processed session termination for sessionid: <*>
INFO,accepted socket connection from /10.10.34.21:51245,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,connection request from old client /10.10.34.25:53326; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,client attempting to establish new session at /10.10.34.12:54610,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,"expiring session 0x14ed93111f20020, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of 10000ms exceeded
INFO,processed session termination for sessionid: 0x24ed93119420021,16,24,processed session termination for sessionid: <*>
INFO,"expiring session 0x24ed93119420033, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of 10000ms exceeded
INFO,"expiring session 0x24ed9311942002a, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of 10000ms exceeded
INFO,client attempting to establish new session at /10.10.34.27:32782,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
